tokens,labels
"['Der', 'Anschlag', 'auf', 'Charlie', 'Hebdo', 'ist', 'am', '7.', 'Januar', '2015', 'passiert.']","[0, 0, 1, 1, 1, 0, 2, 2, 2, 2, 0]"
"['2', 'Männer', 'haben', 'mit', 'Waffen', 'auf', 'andere', 'Menschen', 'geschossen.']","[1, 1, 0, 2, 2, 3, 3, 3, 0]"
"['Das', 'ist', 'in', 'Paris', 'in', 'den', 'Räumen', 'von', 'Charlie', 'Hebdo', 'passiert.']","[0, 0, 1, 1, 2, 0, 2, 2, 2, 2, 0]"
"['Fußball-spieler', 'von', 'Borussia', 'Dortmund', 'sind', 'mit', 'dem', 'Bus', 'gefahren.']","[0, 1, 1, 1, 2, 2, 0, 2, 2]"
"['Sie', 'sind', 'zu', 'einem', 'UEFA', 'Spiel', 'gefahren.']","[0, 0, 0, 0, 0, 0, 0]"
"['Ein', 'Mann', 'hat', 'auf', 'der', 'Straße', '3', 'Spreng-bomben', 'versteckt.']","[0, 1, 0, 2, 2, 2, 0, 0, 0]"
"['Als', 'der', 'Bus', 'mit', 'den', 'Fußball-spieler', 'vorbei-gefahren', 'ist,', '\\newline', 'sind', 'die', 'Spreng-bomben', 'explodiert.']","[1, 0, 2, 2, 2, 0, 1, 1, 0, 3, 0, 3, 3]"
"['Bei', 'dem', 'Anschlag', 'ist', 'ein', 'Fußball-spieler', 'und', 'ein', 'Polizist', 'verletzt', 'worden.']","[1, 0, 1, 0, 2, 2, 0, 3, 3, 0, 0]"
"['Das', 'Fußball-spiel', 'ist', 'wegen', 'dem', 'Anschlag', 'abgesagt', 'worden.']","[0, 1, 0, 2, 2, 2, 0, 0]"
"['Manche', 'sagen,', '\\newline', 'die', 'IS', 'Gruppe', 'hat', 'den', 'Anschlag', 'gemacht.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Die', 'Polizei', 'sagt,', '', '\\newline', 'das', 'ist', 'falsch.']","[0, 1, 1, 0, 0, 2, 2, 2]"
"['Die', 'Polizei', 'hat', '3', 'Bekenner-schreiben', 'gefunden.']","[0, 0, 0, 0, 0, 0]"
"['Und', 'sie', 'hat', 'einen', 'Mann', 'fest-genommen.']","[0, 0, 0, 0, 0, 0]"
"['Der', 'Mann', 'heißt', 'Sergej', 'W.', '', '\\newline', 'Er', 'ist', '28', 'Jahre', 'alt.']","[0, 1, 1, 1, 1, 0, 0, 2, 2, 2, 2, 2]"
"['Er', 'hat', 'die', 'Bomben', 'gemacht.']","[0, 0, 0, 0, 0]"
"['Er', 'wollte', 'das', 'die', 'Aktien', 'vom', 'Fußball-verein', 'Borussia', 'Dortmund', 'weniger', 'Wert', 'sind.']","[1, 1, 2, 0, 3, 3, 3, 3, 3, 2, 2, 2]"
"['Er', 'wollte', 'damit', 'viel', 'Geld', 'verdienen.']","[0, 0, 0, 0, 0, 0]"
"['Darum', 'hat', 'er', 'vor', 'dem', 'Anschlag', 'Options-schein', 'gekauft.']","[0, 1, 1, 2, 0, 2, 1, 1]"
"['Der', 'Anschlag', 'auf', 'den', 'Bus', 'von', 'Borussia', 'Dortmund', 'ist', 'am', '11.', 'April', '2017', 'passiert.']","[0, 0, 1, 0, 2, 2, 2, 2, 0, 3, 3, 3, 3, 0]"
"['Jemand', 'hat', 'auf', 'er', 'Straße', 'Spreng-stoff', 'versteckt.']","[0, 0, 0, 0, 0, 0, 0]"
"['Als', 'der', 'Bus', 'von', 'Borussia', 'Dortmund', 'vorbei-gefahren', 'ist,', '\\newline', 'ist', 'der', 'Spreng-stoff', 'explodiert.']","[1, 0, 2, 2, 2, 2, 1, 1, 0, 3, 0, 3, 3]"
"['Ein', 'Polizist', 'und', 'ein', 'Fußball-spieler', 'sind', 'verletzt.']","[0, 1, 0, 0, 2, 0, 0]"
"['Der', 'Anschlag', 'ist', 'in', 'Höchsten', 'passiert.']","[0, 0, 0, 0, 0, 0]"
"['In', 'Ankara', 'gab', 'es', 'eine', 'Demonstration.']","[1, 1, 2, 2, 0, 2]"
"['Die', 'Menschen', 'auf', 'der', 'Demonstration', 'wollen', 'das', 'der', 'Türkei-PKK-Konflikt', 'aufhört.']","[0, 2, 2, 0, 2, 1, 3, 0, 3, 3]"
"['Es', 'sind', 'viele', 'Menschen', 'zur', 'Demonstration', 'gekommen.']","[1, 1, 1, 1, 2, 2, 1]"
"['Es', 'gab', 'eine', 'große', 'Menschen-menge.']","[0, 0, 0, 0, 0]"
"['Dann', 'hat', 'jemand', 'in', 'der', 'Menschen-menge', 'eine', 'Bombe', 'gezündet.']","[0, 1, 1, 2, 0, 2, 0, 1, 1]"
"['Wer', 'den', 'Anschlag', 'gemacht', 'hat,', '\\newline', 'weiß', 'man', 'noch', 'nicht.']","[1, 0, 1, 1, 1, 0, 2, 2, 2, 2]"
"['Manche', 'sagen', 'es', 'war', 'die', 'IS', 'Gruppe.']","[0, 0, 0, 0, 0, 0, 0]"
"['Manche', 'sagen', 'die', 'Bomben', 'waren', 'ähnlich', 'wie', 'beim', 'Anschlag', 'in', 'Suruc.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Die', 'Menschen', 'auf', 'der', 'Demo', 'wollen', 'das', 'der', 'Türkei-PKK-Konflikt', 'aufhört.']","[0, 2, 2, 0, 2, 1, 3, 0, 3, 3]"
"['Und', 'sehr', 'viele', 'Menschen', 'sind', 'verletzt', 'worden.']","[0, 0, 0, 0, 0, 0, 0]"
"['Jemand', 'hat', '2', 'Bomben', 'gezündet.']","[1, 1, 2, 0, 1]"
"['Das', 'haben', 'die', 'Täter', 'absichtlich', 'gemacht.']","[0, 0, 0, 0, 0, 0]"
"['Die', 'Täter', 'sind', 'dabei', 'selbst', 'gestorben.']","[0, 0, 0, 0, 0, 0]"
"['Der', 'Anschlag', 'war', 'in', 'der', 'Stadt', 'Ankara.']","[0, 0, 0, 0, 0, 1, 2]"
"['Das', 'ist', 'in', 'der', 'Türkei.']","[0, 0, 0, 0, 0]"
"['Die', 'Täter', 'haben', 'Bomben', 'in', 'ihrem', 'Auto', 'versteckt.']","[0, 1, 1, 1, 2, 2, 2, 1]"
"['Dann', 'sind', 'sie', 'mit', 'dem', 'Auto', 'los-gefahren.']","[1, 1, 1, 2, 0, 2, 1]"
"['Als', 'sie', 'an', 'vielen', 'Fahrzeugen', 'vorbei-gefahren', 'sind,', '\\newline', 'haben', 'sie', 'die', 'Bombe', 'gezündet.']","[1, 1, 1, 1, 1, 1, 1, 0, 2, 2, 0, 2, 2]"
"['In', 'den', 'anderen', 'Fahrzeugen', 'sind', 'Soldaten', 'gewesen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Es', 'hat', 'eine', 'Explosion', 'und', 'viel', 'Feuer', 'gegeben.']","[0, 0, 0, 1, 0, 2, 2, 0]"
"['Wer', 'den', 'Anschlag', 'gemacht', 'hat,', '\\newline', 'weiß', 'man', 'noch', 'nicht.']","[1, 0, 1, 1, 1, 0, 2, 2, 2, 2]"
"['Manche', 'sagen', 'es', 'ist', 'die', 'IS', 'Gruppe', 'gewesen.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Weil', 'die', 'Türkei', 'im', 'Krieg', 'in', 'Syrien', 'mitmacht.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Manche', 'sagen', 'es', 'ist', 'die', 'PKK', 'Gruppe', 'gewesen.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Weil', 'die', 'Türkei', 'Streit', 'mit', 'der', 'PKK', 'hat.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Angela', 'Merkel', 'hat', 'gesagt,', '\\newline', 'dass', 'der', 'Anschlag', 'böse', 'und', 'schrecklich', 'gewesen', 'ist.']","[1, 1, 1, 1, 0, 3, 0, 3, 2, 0, 3, 3, 3]"
"['Sie', 'denkt', 'an', 'die', 'gestorbenen', 'Menschen.']","[0, 0, 0, 0, 0, 0]"
"['Angela', 'Merkel', 'hat', 'auch', 'gesagt,', '\\newline', 'die', 'Menschen', 'die', 'das', 'gemacht', 'haben', 'müssen', 'bestraft', 'werden.']","[1, 1, 1, 1, 1, 0, 0, 3, 3, 3, 3, 3, 2, 2, 0]"
"['Deutschland', 'hilft', 'der', 'Türkei', 'diese', 'Menschen', 'zu', 'finden', 'und', 'zu', 'bestrafen.']","[3, 3, 0, 2, 3, 3, 1, 1, 0, 3, 3]"
"['In', 'der', 'Türkei', 'hat', 'es', 'schon', 'viele', 'Anschläge', 'gegeben.']","[1, 0, 1, 2, 2, 2, 2, 2, 2]"
"['Der', 'letzte', 'ist', 'am', '12.', 'Januar', '2016', 'gewesen.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Der', 'Anschlag', 'in', 'Ankara', '2016', 'ist', 'am', '17.', 'Februar', '2016', 'gewesen.']","[0, 0, 1, 1, 1, 0, 2, 2, 2, 2, 0]"
"['Dabei', 'sind', '26', 'Menschen', 'gestorben.']","[1, 1, 2, 0, 1]"
"['Und', 'viele', 'Menschen', 'sind', 'verletzt', 'worden.']","[0, 0, 0, 0, 0, 0]"
"['Jemand', 'hat', 'ein', 'Auto', 'in', 'die', 'Luft', 'gesprengt.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Das', 'haben', 'die', 'Täter', 'absichtlich', 'gemacht.']","[0, 0, 0, 0, 0, 0]"
"['Sie', 'haben', 'viele', 'Menschen', 'töten', 'und', 'verletzen', 'wollen.']","[0, 0, 0, 0, 1, 0, 2, 0]"
"['Die', 'Täter', 'sind', 'dabei', 'selbst', 'gestorben.']","[0, 0, 0, 0, 0, 0]"
"['Der', 'Anschlag', 'ist', 'in', 'der', 'Stadt', 'Ankara', 'gewesen.']","[0, 0, 0, 0, 0, 1, 2, 0]"
"['Das', 'ist', 'in', 'der', 'Türkei.']","[0, 0, 0, 0, 0]"
"['Die', 'Bombe', 'explodierte', 'um', '18:56', 'Uhr.']","[0, 1, 1, 2, 2, 2]"
"['Wer', 'die', 'Bombe', 'gezündet', 'hat,', '\\newline', 'weiß', 'man', 'nicht.']","[1, 0, 1, 1, 1, 0, 2, 2, 2]"
"['Bis', 'jetzt', 'hat', 'sich', 'niemand', 'dazu', 'bekannt.']","[1, 1, 2, 2, 2, 2, 2]"
"['Viele', 'glauben', 'das', 'es', 'wegen', 'politischer', 'Meinungen', 'gemacht', 'worden', 'ist.']","[1, 1, 2, 2, 2, 3, 3, 2, 2, 2]"
"['Die', 'Bombe', 'explodierte', 'zwischen', 'vielen', 'Menschen.']","[0, 0, 0, 0, 0, 0]"
"['Es', 'waren', 'sehr', 'viele', 'Urlauber', 'an', 'dem', 'Ort.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Sie', 'waren', 'gerade', 'im', 'Ratchaprasong-viertel', 'einkaufen.']","[1, 1, 1, 2, 2, 1]"
"['Oder', 'haben', 'den', 'Erawan-Schrein', 'besucht.']","[0, 0, 0, 0, 0]"
"['In', 'Thailand', 'gab', 'es', 'schon', 'viele', 'Anschläge.']","[0, 0, 0, 0, 0, 0, 0]"
"['Wie', 'viele', 'genau', 'weiß', 'man', 'nicht.']","[0, 0, 0, 0, 0, 0]"
"['Die', 'Polizei', 'in', 'Bangkok', 'untersucht', 'den', 'Anschlag', 'noch.']","[0, 0, 2, 2, 1, 0, 1, 1]"
"['Die', 'Menschen', 'die', 'gestorben', 'sind', 'kommen', 'aus', 'diesen', 'Ländern:', '\\newline', 'China,', 'Thailand,', 'Philippinen.']","[0, 2, 2, 2, 2, 1, 1, 1, 1, 0, 3, 4, 5]"
"['Bei', 'vielen', 'Menschen', 'weiß', 'man', 'noch', 'nicht', 'woher', 'sie', 'kommen.']","[1, 1, 1, 1, 1, 1, 1, 2, 2, 2]"
"['Und', 'sehr', 'viele', 'Menschen', 'sind', 'verletzt', 'worden.']","[0, 0, 0, 0, 0, 0, 0]"
"['Das', 'ist', 'passiert,', '', '\\newline', 'weil', 'jemand', 'eine', 'Bombe', 'gezündet', 'hat.']","[1, 1, 1, 0, 0, 2, 2, 0, 2, 2, 2]"
"['Das', 'wurde', 'absichtlich', 'gemacht.']","[0, 0, 0, 0]"
"['Der', 'Anschlag', 'war', 'in', 'der', 'Stadt', 'Bangkok.']","[0, 0, 0, 0, 0, 1, 2]"
"['Das', 'ist', 'in', 'Thailand.']","[0, 0, 0, 0]"
"['Die', 'Bombe', 'wurde', 'in', 'der', 'Nähe', 'von', 'einer', 'Einkaufs-straße', 'gezündet.']","[0, 1, 0, 2, 0, 2, 2, 0, 2, 0]"
"['Dort', 'waren', 'sehr', 'viele', 'Menschen.']","[0, 0, 0, 0, 0]"
"['Der', 'Last-wagen', 'hat', 'Menschen', 'bei', 'einem', 'Weihnachts-markt', 'überfahren.']","[0, 1, 1, 1, 2, 0, 2, 1]"
"['Im', 'Last-wagen', 'sind', '2', 'Männer', 'gesessen.']","[0, 0, 0, 0, 0, 0]"
"['Der', 'Last-wagen-fahrer', 'ist', 'von', 'der', 'Polizei', 'festgenommen.']","[0, 1, 1, 2, 0, 2, 1]"
"['Der', 'zweite', 'Mann', 'ist', 'von', 'der', 'Polizei', 'verfolgt', 'worden.']","[0, 1, 1, 1, 2, 0, 2, 1, 1]"
"['Dabei', 'ist', 'er', 'gestorben.']","[0, 0, 0, 0]"
"['Warum', 'der', 'Anschlag', 'in', 'Berlin', 'passiert', 'ist,', '\\newline', 'weiß', 'die', 'Polizei', 'nicht.']","[1, 0, 2, 2, 2, 1, 1, 0, 3, 0, 3, 3]"
"['Die', 'Polizei', 'versucht', 'es', 'heraus-zu-finden.']","[0, 0, 0, 0, 0]"
"['Der', 'Anschlag', 'in', 'Berlin', '2016', 'ist', 'am', '19.', 'Dezember', '2016', 'passiert.']","[0, 0, 1, 1, 1, 0, 2, 2, 2, 2, 0]"
"['Der', 'Anschlag', 'ist', 'in', 'Berlin', 'passiert.']","[0, 0, 0, 0, 0, 0]"
"['Ein', 'Last-wagen', 'ist', 'in', 'eine', 'Menschen-menge', 'gefahren.']","[0, 0, 0, 0, 0, 0, 0]"
"['Der', 'Fahrer', 'hat', 'die', 'Menschen', 'absichtlich', 'überfahren.']","[0, 1, 1, 0, 1, 2, 1]"
"['Dabei', 'sind', '12', 'Menschen', 'gestorben.']","[0, 0, 0, 0, 0]"
"['Viele', 'Menschen', 'sind', 'verletzt.']","[0, 0, 0, 0]"
"['Der', 'Anschlag', 'ist', 'von', 'der', 'IS', 'Gruppe', 'gemacht', 'worden.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Bei', 'der', 'Demonstration', 'sind', 'mehrere', 'Rechte', 'Gruppen', 'dabei', 'gewesen.']","[1, 0, 1, 2, 2, 2, 2, 2, 2]"
"['Die', 'Rechten', 'Gruppen', 'haben', 'Waffen', 'dabei', 'gehabt.']","[0, 0, 0, 0, 0, 0, 0]"
"['Und', 'sind', 'mit', 'Fackeln', 'durch', 'die', 'Stadt', 'gelaufen.']","[0, 0, 1, 1, 2, 0, 2, 0]"
"['Sie', 'wollen', 'das', 'eine', 'Reiter-figur', 'in', 'der', 'Stadt', 'bleibt.']","[1, 1, 1, 0, 1, 2, 2, 2, 0]"
"['Die', 'Reiter-figur', 'hat', 'eine', 'Rechte', 'Bedeutung.']","[0, 1, 1, 0, 2, 0]"
"['Die', 'Rechten', 'Gruppen', 'haben', 'die', 'Gegen-demonstranten', 'angegriffen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Die', 'Gruppen', 'sind', 'gegen', 'Menschen', 'die', 'anders', 'sind', 'als', 'sie', 'selbst.']","[0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]"
"['Einer', 'von', 'einer', 'Rechten', 'Gruppe', 'ist', 'mit', 'dem', 'Auto', 'in', 'die', 'Gegen-demonstration', 'gefahren.']","[0, 1, 0, 1, 1, 0, 2, 0, 2, 3, 0, 3, 0]"
"['Er', 'hat', 'dabei', 'eine', 'Frau', 'getötet.']","[0, 0, 0, 0, 0, 0]"
"['Und', 'über', '19', 'Menschen', 'sind', 'verletzt.']","[0, 0, 0, 0, 0, 0]"
"['Polizisten', 'haben', 'den', 'Mann', 'gestoppt.']","[0, 0, 0, 0, 0]"
"['Und', 'haben', 'ihn', 'verhaftet.']","[0, 0, 0, 0]"
"['Die', 'Polizei', 'sagt', 'das', 'er', 'Terror', 'gemacht', 'hat.']","[0, 1, 1, 2, 2, 2, 2, 2]"
"['Er', 'bekommt', 'dafür', 'eine', 'sehr', 'hohe', 'Strafe.']","[0, 0, 0, 0, 0, 0, 0]"
"['Der', 'Präsident', 'Donald', 'Trump', 'hat', 'bei', 'dem', 'Anschlag', 'wenig', 'gegen', 'Rechts-extremismus', 'gesagt.']","[0, 2, 2, 2, 1, 4, 0, 4, 3, 3, 3, 1]"
"['Der', 'Anschlag', 'in', 'Charlottesville', 'ist', 'im', 'August', '2017', 'passiert.']","[0, 0, 1, 1, 0, 2, 2, 2, 0]"
"['Die', 'Rechten', 'Gruppen', 'sind', 'gegen', 'Menschen', 'die', 'anders', 'sind', 'als', 'sie', 'selbst.']","[0, 1, 1, 1, 1, 0, 2, 2, 2, 2, 2, 2]"
"['Andere', 'Gruppen', 'haben', 'eine', 'Gegen-demonstration', 'gemacht.']","[0, 0, 0, 0, 0, 0]"
"['Sie', 'haben', 'gegen', 'die', 'Rechten', 'Gruppen', 'demonstriert.']","[1, 1, 2, 0, 2, 2, 1]"
"['Beide', 'Gruppen', 'sind', 'aufeinander', 'los', 'gegangen.']","[0, 0, 0, 0, 0, 0]"
"['Ein', 'Rechter', 'ist', 'mit', 'einem', 'Auto', 'in', 'die', 'Gegen-demonstration', 'gefahren.']","[0, 0, 0, 1, 0, 1, 2, 0, 2, 0]"
"['Eine', 'Frau', 'ist', 'dabei', 'gestorben.']","[0, 0, 0, 0, 0]"
"['Und', 'viele', 'Menschen', 'sind', 'verletzt.']","[0, 0, 0, 0, 0]"
"['Die', 'Curry-wurst', 'ist', 'ein', 'Essen', 'aus', 'Deutschland.']","[0, 0, 0, 0, 1, 0, 2]"
"['Die', 'Curry-wurst', 'ist', 'eine', 'Brat-wurst.']","[0, 0, 0, 0, 0]"
"['Oder', 'sie', 'ist', 'eine', 'Brüh-wurst.']","[0, 0, 0, 0, 0]"
"['Die', 'Curry-wurst', 'wird', 'in', 'kleinen', 'Stücken', 'von', 'einem', 'Teller', 'gegessen.']","[0, 1, 1, 2, 2, 2, 3, 0, 3, 1]"
"['Dazu', 'gibt', 'es', 'eine', 'Soße', 'mit', 'Tomaten', 'und', 'Curry-Pulver.']","[1, 1, 1, 0, 1, 3, 2, 0, 3]"
"['Oder', 'die', 'Wurst', 'wird', 'mit', 'Curry-Ketchup', 'übergossen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Die', 'Curry-wurst', 'ist', 'sehr', 'beliebt.']","[0, 0, 0, 0, 0]"
"['Sie', 'wird', 'gerne', 'mit', 'Toast-Brot', 'gegessen.']","[0, 0, 0, 0, 0, 0]"
"['Eine', 'Curry-wurst', 'ist', 'eine', 'Brat-wurst.']","[0, 0, 0, 0, 0]"
"['Oder', 'sie', 'ist', 'eine', 'Brüh-wurst.']","[0, 0, 0, 0, 0]"
"['Sie', 'wird', 'mit', 'einer', 'Soße', 'aus', 'Tomaten', 'und', 'Curry-Pulver', 'gegessen.']","[1, 1, 2, 0, 4, 4, 3, 0, 4, 1]"
"['CyanogenMod', '', 'stammt', 'von', 'dem', 'Betriebs-system', 'Android', 'ab.']","[0, 0, 0, 0, 0, 1, 2, 0]"
"['Android', 'ist', 'von', 'der', 'Firma', 'Google.']","[0, 0, 0, 0, 1, 2]"
"['Manche', 'Handy-firmen', 'haben', 'das', 'Betriebs-system', 'Android', 'verändert.']","[0, 0, 0, 0, 1, 2, 0]"
"['Das', 'heißt:', '', '\\newline', 'Je', 'nach', 'dem', 'von', 'welcher', 'Firma', 'man', 'ein', 'Handy', 'kauft,', '\\newline', 'hat', 'man', 'ein', 'verändertes', 'Android', 'Betriebssystem', 'auf', 'dem', 'Handy.']","[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 3, 3, 0, 3, 2, 3, 4, 0, 4]"
"['Manche', 'benutzen', 'lieber', 'CyanogenMod.']","[0, 0, 0, 0]"
"['zum', 'Beispiel:', '•', 'weil', 'die', 'Handy-firma', 'noch', 'nicht', 'die', 'neuste', 'Android', 'Version', 'für', 'das', 'eigene', 'Handy', 'gemacht', 'hat']","[0, 0, 0, 1, 0, 1, 1, 1, 0, 2, 2, 2, 3, 0, 3, 3, 1, 1]"
"['zum', 'Beispiel:', '•', 'mit', 'CyanogenMod', 'kann', 'man', 'alles', 'so', 'einstellen', 'wie', 'man', 'will']","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]"
"['zum', 'Beispiel:', '•', 'bei', 'CyanogenMod', 'gibt', 'es', 'eine', 'PrivacyGuard.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['CyanogenMod', 'ist', 'ein', 'Betriebs-system', 'für', 'das', 'Smart-phone.']","[0, 0, 0, 1, 2, 0, 2]"
"['Cyber', 'Monday', 'ist', 'ein', 'Einkaufs-tag', 'im', 'Internet.']","[1, 1, 1, 0, 0, 2, 2]"
"['Die', 'Internet-gschäfte', 'verkaufen', 'an', 'diesem', 'Tag', 'manche', 'Sachen', 'billiger.']","[0, 1, 1, 2, 2, 2, 1, 1, 1]"
"['Man', 'kann', 'für', 'wenig', 'Geld', 'mehr', 'ein-kaufen.']","[1, 1, 2, 2, 2, 1, 1]"
"['Die', 'Weihnachts-einkaufs-tage', 'fangen', 'mit', 'Black', 'Friday', 'an.']","[0, 0, 0, 0, 0, 0, 0]"
"['Am', 'Montag', 'danach', 'kommt', 'der', 'Cyber', 'Monday.']","[0, 0, 0, 0, 0, 0, 0]"
"['Die', 'Internet-geschäfte', 'verdienen', 'am', 'Cyber', 'Monday', 'mehr', 'Geld.']","[0, 1, 1, 2, 2, 2, 1, 1]"
"['Cyber', 'Monday', 'sind', 'englische', 'Wörter.']","[0, 0, 0, 0, 0]"
"['Cyber', 'Monday', 'heißt', 'auf', 'Deutsch', 'Internet', 'Montag.']","[0, 0, 0, 0, 0, 0, 0]"
"['So', 'spricht', 'man', 'Cyber', 'Monday:', 'Saiber', 'Mandäi.']","[0, 0, 0, 0, 0, 0, 0]"
"['Cyber', 'Monday', 'ist', 'ein', 'Internet-einkaufs-tag.']","[0, 0, 0, 0, 0]"
"['Er', 'ist', 'jedes', 'Jahr', 'im', 'November.']","[0, 0, 0, 0, 0, 0]"
"['Die', 'Buchstaben', 'D,', 'A', 'und', 'CH', 'sind', 'Abkürzungen', 'für', 'Nationalitätszeichen.']","[0, 3, 1, 2, 0, 3, 3, 0, 4, 4]"
"['D-A-CH', 'ist', 'ein', 'Kunstwort.']","[0, 0, 0, 0]"
"['D-A-CH', 'ist', 'ein', 'kurzes', 'Wort', 'für', 'diese', '3', 'Länder:', '\\newline', 'Deutschland,', 'Österreich,', 'Schweiz']","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 3, 4]"
"['Beispiel:', '\\newline', 'Auf', 'der', 'Geburtstagsfeier', 'steppt', 'der', 'Bär.']","[0, 0, 1, 0, 1, 2, 0, 2]"
"['Auf', 'der', 'Geburtstagsfeier', 'ist', 'ganz', 'viel', 'los.']","[1, 0, 1, 2, 2, 2, 2]"
"['Auf', 'der', 'Geburtstagsfeier', 'haben', 'alle', 'gute', 'Laune.']","[1, 0, 1, 2, 2, 2, 2]"
"['Das', 'heißt,', '\\newline', 'alle', 'haben', 'gute', 'Laune.']","[0, 0, 0, 0, 0, 0, 0]"
"['Dabba-wala', 'ist', 'ein', 'Beruf.']","[0, 0, 0, 0]"
"['Die', 'Essens-dosen', 'nennt', 'man', 'dabbas.']","[0, 0, 0, 0, 0]"
"['Sie', 'sind', 'so', 'ähnlich', 'wie', 'ein', 'Henkel-mann.']","[0, 0, 0, 0, 0, 0, 0]"
"['Dabba-walas', 'gibt', 'es', 'in', 'Indien.']","[0, 0, 0, 0, 0]"
"['Viele', 'gibt', 'es', 'in', 'großen', 'Städten.']","[0, 0, 0, 0, 0, 0]"
"['Die', 'dabbas', 'haben', 'Farben.']","[0, 0, 0, 0]"
"['Und', 'sie', 'haben', 'Zahlen.']","[0, 0, 0, 0]"
"['Und', 'sie', 'haben', 'Buch-staben.']","[0, 0, 0, 0]"
"['Damit', 'die', 'Dabba-walas', 'wissen', 'wohin', 'das', 'Essen', 'gebracht', 'werden', 'muss.']","[1, 0, 1, 1, 2, 0, 2, 2, 2, 2]"
"['Die', 'leeren', 'dabbas', 'werden', 'wieder', 'zurück-gebracht.']","[0, 0, 0, 0, 0, 0]"
"['Ein', 'Dabbawala', 'ist', 'eine', 'Person.']","[0, 0, 0, 0, 0]"
"['Ein', 'Dabbawala', 'bringt', 'Essen.']","[0, 0, 0, 0]"
"['Man', 'kann', 'eigenes', 'Essen', 'beim', 'Dabba-wala', 'bestellen.']","[1, 0, 2, 2, 3, 3, 1]"
"['Ein', 'Dabba-wala', 'holt', 'Essen', 'in', 'der', 'Küche', 'ab.']","[0, 1, 1, 1, 2, 0, 2, 1]"
"['Und', 'bringt', 'es', 'zum', 'Arbeits-platz.']","[0, 0, 0, 0, 0]"
"['Das', 'Essen', 'wird', 'in', 'Dosen', 'ver-packt.']","[0, 0, 0, 0, 0, 0]"
"['Damit', 'das', 'Essen', 'warm', 'bleibt.']","[0, 0, 0, 0, 0]"
"['Die', 'Wörter', 'Dagger', 'Complex', 'kommen', 'aus', 'der', 'englischen', 'Sprache.']","[0, 0, 1, 2, 0, 0, 0, 0, 0]"
"['Auf', 'Deutsch', 'heißt', 'Dagger', 'Complex:', '•', 'Anlage', 'Dolch']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Dagger', 'Complex', 'wird', 'so', 'gesprochen:']","[0, 0, 0, 0, 0]"
"['Auf', 'Deutsch', 'heißt', 'Dagger', 'Complex:', '•', 'Däggar', 'Komplex']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Deutschland', 'hat', 'noch', '858.000', 'Euro', 'dazu', 'gegeben.']","[0, 0, 0, 0, 0, 0, 0]"
"['Heute', 'ist', 'um', 'das', 'Grundstück', 'ein', 'Zaun', 'mit', 'Stacheldraht.']","[1, 0, 2, 2, 2, 0, 3, 3, 3]"
"['Das', 'amerikanische', 'Militär', 'sagt', 'nicht', 'was', 'sie', 'auf', 'dem', 'Grundstück', 'machen.']","[0, 1, 1, 1, 1, 2, 2, 3, 0, 3, 2]"
"['Manche', 'sagen:', '•', 'es', 'gibt', 'viele', 'unterirdische', 'Räume', 'auf', 'dem', 'Dagger', 'Complex']","[0, 0, 0, 1, 1, 1, 2, 2, 3, 0, 3, 3]"
"['Manche', 'sagen:', '•', 'Früher', 'war', 'hier', 'Technik', 'der', 'Echelon', 'Spinonage', 'Anlage']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Manche', 'sagen:', '•', 'Die', 'NSA', 'hat', 'hier', 'Technik.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Er', 'hat', 'gesagt,', '', '\\newline', 'dass', 'der', 'amerikanische', 'Geheimdienst', 'Daten', 'in', 'Deutschland', 'sammelt.']","[1, 1, 1, 0, 0, 2, 0, 2, 2, 2, 3, 3, 2]"
"['Dagger', 'Complex', 'ist', 'der', 'Name', 'eines', 'Grundstücks.']","[0, 0, 0, 0, 0, 0, 0]"
"['Das', 'Grundstück', 'ist', 'in', 'der', 'Nähe', 'von', 'Darmstadt.']","[0, 0, 0, 0, 0, 0, 0, 0]"
